試算番号（明細）,バージョン1,PLANID,品目コード,基本数量単位,数量,販売伝票通貨,標準単価,□S販売単価,契約開始日,契約終了日,解約日,契約期間数,更新期間数,HARIS伝票区分,受注伝票番号,受注明細番号,□前受注伝票番号,□前受注明細番号,ERP見積番号,見積明細番号,期間開始日
QJ00836087,,,UX144V3,個,20,JPY,0,,2014-09-01,2019-08-31,,60,0,1,851647,1000,,,8000355880,,2014-09-01
QJ00836087,,,UX141G3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,851647,1100,,,8000355880,,2014-09-01
QJ00838987,,,UX142K3,個,1,JPY,0,,2014-09-18,2019-09-17,,60,0,1,838987,200,,,8000356624,,2014-09-18
QJ00838987,,,UX142P3,個,100,JPY,0,,2014-09-18,2019-09-17,,60,0,1,838987,300,,,8000356624,,2014-09-18
QJ00838987,,,UX143R3,個,5,JPY,0,,2014-09-18,2019-09-17,,60,0,1,838987,400,,,8000356624,,2014-09-18
QJ00838987,,,UX142V3,個,100,JPY,0,,2014-09-18,2019-09-17,,60,0,1,838987,500,,,8000356624,,2014-09-18
QJ00838987,,,UX142U3,個,10,JPY,0,,2014-09-18,2019-09-17,,60,0,1,838987,600,,,8000356624,,2014-09-18
QJ00838987,,,UX144R3,個,2,JPY,0,,2014-09-18,2019-09-17,,60,0,1,838987,700,,,8000356624,,2014-09-18
QJ00838987,,,UX141G3,個,1,JPY,0,,2014-09-18,2019-09-17,,60,0,1,838987,800,,,8000356624,,2014-09-18
QJ00839008,,,UX142K3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,839008,300,,,8000356531,,2014-09-01
QJ00839008,,,UX142N3,個,10,JPY,0,,2014-09-01,2019-08-31,,60,0,1,839008,400,,,8000356531,,2014-09-01
QJ00839008,,,UX142N3,個,10,JPY,0,,2014-09-01,2019-08-31,,60,0,1,839008,500,,,8000356531,,2014-09-01
QJ00839008,,,UX142U3,個,10,JPY,0,,2014-09-01,2019-08-31,,60,0,1,839008,600,,,8000356531,,2014-09-01
QJ00839008,,,UX144U3,個,5,JPY,0,,2014-09-01,2019-08-31,,60,0,1,839008,700,,,8000356531,,2014-09-01
QJ00839008,,,UX142T3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,839008,800,,,8000356531,,2014-09-01
QJ00839008,,,UX141G3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,839008,900,,,8000356531,,2014-09-01
QJ00839011,,,UX14413,個,1,JPY,0,,2014-09-01,2018-08-31,,48,0,1,839011,800,,,8000356728,,2014-09-01
QJ00840336,,,UX144Y3,個,50,JPY,0,,2014-11-01,2019-10-31,,60,0,1,850736,4600,,,8000355237,,2014-11-01
QJ00840336,,,UX142U3,個,10,JPY,0,,2014-11-01,2019-10-31,,60,0,1,850736,4700,,,8000355237,,2014-11-01
QJ00842750,,,UX14373,個,1,JPY,0,,2014-08-01,2018-07-31,,48,0,1,842750,100,,,8000338077,,2014-08-01
QJ00842750,,,UX14413,個,1,JPY,0,,2014-08-01,2018-07-31,,48,0,1,842750,200,,,8000338077,,2014-08-01
QJ00843596,,,UX142K3,個,1,JPY,0,,2014-12-01,2019-11-30,,60,0,1,843596,300,,,8000359406,,2014-12-01
QJ00843596,,,UX143T3,個,30,JPY,0,,2014-12-01,2019-11-30,,60,0,1,843596,400,,,8000359406,,2014-12-01
QJ00843596,,,UX143R3,個,5,JPY,0,,2014-12-01,2019-11-30,,60,0,1,843596,500,,,8000359406,,2014-12-01
QJ00843596,,,UX144W3,個,30,JPY,0,,2014-12-01,2019-11-30,,60,0,1,843596,600,,,8000359406,,2014-12-01
QJ00843596,,,UX144U3,個,5,JPY,0,,2014-12-01,2019-11-30,,60,0,1,843596,700,,,8000359406,,2014-12-01
QJ00843596,,,UX141G3,個,1,JPY,0,,2014-12-01,2019-11-30,,60,0,1,843596,800,,,8000359406,,2014-12-01
QJ00844316,,,UX142K3,個,1,JPY,0,,2014-09-29,2019-09-28,,60,0,1,844316,300,,,8000359779,,2014-09-29
QJ00844316,,,UX143V3,個,50,JPY,0,,2014-09-29,2019-09-28,,60,0,1,844316,400,,,8000359779,,2014-09-29
QJ00844316,,,UX143T3,個,30,JPY,0,,2014-09-29,2019-09-28,,60,0,1,844316,500,,,8000359779,,2014-09-29
QJ00844316,,,UX144Y3,個,50,JPY,0,,2014-09-29,2019-09-28,,60,0,1,844316,600,,,8000359779,,2014-09-29
QJ00844316,,,UX142U3,個,10,JPY,0,,2014-09-29,2019-09-28,,60,0,1,844316,700,,,8000359779,,2014-09-29
QJ00844316,,,UX141G3,個,1,JPY,0,,2014-09-29,2019-09-28,,60,0,1,844316,800,,,8000359779,,2014-09-29
QJ00846298,,,UX142K3,個,1,JPY,0,,2014-11-01,2019-10-31,,60,0,1,846298,300,,,8000360759,,2014-11-01
QJ00846298,,,UX143T3,個,30,JPY,0,,2014-11-01,2019-10-31,,60,0,1,846298,400,,,8000360759,,2014-11-01
QJ00846298,,,UX143R3,個,5,JPY,0,,2014-11-01,2019-10-31,,60,0,1,846298,500,,,8000360759,,2014-11-01
QJ00846298,,,UX141G3,個,1,JPY,0,,2014-11-01,2019-10-31,,60,0,1,846298,600,,,8000360759,,2014-11-01
QJ00846987,,,UX14413,個,1,JPY,0,,2014-10-01,2018-09-30,,48,0,1,846987,400,,,8000361296,,2014-10-01
QJ00849717,,,UX142K3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,849717,300,,,8000317933,,2014-09-01
QJ00849717,,,UX142N3,個,10,JPY,0,,2014-09-01,2019-08-31,,60,0,1,849717,400,,,8000317933,,2014-09-01
QJ00849717,,,UX144T3,個,4,JPY,0,,2014-09-01,2019-08-31,,60,0,1,849717,500,,,8000317933,,2014-09-01
QJ00849717,,,UX141G3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,849717,600,,,8000317933,,2014-09-01
QJ00849927,,,UX14413,個,1,JPY,0,,2014-09-01,2018-08-31,,48,0,1,849927,700,,,8000362466,,2014-09-01
QJ00851079,,,UX142G2,個,1,JPY,0,,2014-09-17,2019-09-16,,60,0,1,851638,1900,,,8000363070,,2014-09-17
QJ00851079,,,UX141G3,個,1,JPY,0,,2014-09-17,2019-09-16,,60,0,1,851638,2000,,,8000363070,,2014-09-17
QJ00851079,,,UX142K3,個,1,JPY,0,,2014-09-17,2019-09-16,,60,0,1,851638,2100,,,8000363070,,2014-09-17
QJ00851079,,,UX143U3,個,40,JPY,0,,2014-09-17,2019-09-16,,60,0,1,851638,2200,,,8000363070,,2014-09-17
QJ00852729,,,UX142K3,個,1,JPY,0,,2014-10-01,2019-09-30,,60,0,1,852729,200,,,8000361351,,2014-10-01
QJ00852729,,,UX142N3,個,10,JPY,0,,2014-10-01,2019-09-30,,60,0,1,852729,300,,,8000361351,,2014-10-01
QJ00852729,,,UX142U3,個,10,JPY,0,,2014-10-01,2019-09-30,,60,0,1,852729,400,,,8000361351,,2014-10-01
QJ00852729,,,UX141G3,個,1,JPY,0,,2014-10-01,2019-09-30,,60,0,1,852729,500,,,8000361351,,2014-10-01
QJ00854905,,,UX142K3,個,1,JPY,0,,2014-10-01,2019-09-30,,60,0,1,854905,200,,,8000364968,,2014-10-01
QJ00854905,,,UX143S3,個,20,JPY,0,,2014-10-01,2019-09-30,,60,0,1,854905,300,,,8000364968,,2014-10-01
QJ00854905,,,UX142M3,個,1,JPY,0,,2014-10-01,2019-09-30,,60,0,1,854905,400,,,8000364968,,2014-10-01
QJ00854905,,,UX144V3,個,20,JPY,0,,2014-10-01,2019-09-30,,60,0,1,854905,500,,,8000364968,,2014-10-01
QJ00854905,,,UX144S3,個,3,JPY,0,,2014-10-01,2019-09-30,,60,0,1,854905,600,,,8000364968,,2014-10-01
QJ00854905,,,UX141G3,個,1,JPY,0,,2014-10-01,2019-09-30,,60,0,1,854905,700,,,8000364968,,2014-10-01
QJ00855871,,,UX14413,個,1,JPY,0,,2014-10-01,2018-09-30,,48,0,1,855871,100,,,8000365206,,2014-10-01
QJ00856591,,,UX142K3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,856591,300,,,8000350357,,2014-09-01
QJ00856591,,,UX143S3,個,20,JPY,0,,2014-09-01,2019-08-31,,60,0,1,856591,400,,,8000350357,,2014-09-01
QJ00856591,,,UX142U3,個,10,JPY,0,,2014-09-01,2019-08-31,,60,0,1,856591,500,,,8000350357,,2014-09-01
QJ00856591,,,UX144U3,個,5,JPY,0,,2014-09-01,2019-08-31,,60,0,1,856591,600,,,8000350357,,2014-09-01
QJ00856591,,,UX141G3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,856591,700,,,8000350357,,2014-09-01
QJ00856711,,,UX142K3,個,1,JPY,0,,2014-10-20,2019-10-19,,60,0,1,856711,300,,,8000365712,,2014-10-20
QJ00856711,,,UX143R3,個,5,JPY,0,,2014-10-20,2019-10-19,,60,0,1,856711,400,,,8000365712,,2014-10-20
QJ00856711,,,UX143T3,個,30,JPY,0,,2014-10-20,2019-10-19,,60,0,1,856711,500,,,8000365712,,2014-10-20
QJ00856711,,,UX144T3,個,4,JPY,0,,2014-10-20,2019-10-19,,60,0,1,856711,600,,,8000365712,,2014-10-20
QJ00856711,,,UX144U3,個,5,JPY,0,,2014-10-20,2019-10-19,,60,0,1,856711,700,,,8000365712,,2014-10-20
QJ00856711,,,UX144V3,個,20,JPY,0,,2014-10-20,2019-10-19,,60,0,1,856711,800,,,8000365712,,2014-10-20
QJ00856711,,,UX141G3,個,1,JPY,0,,2014-10-20,2019-10-19,,60,0,1,856711,900,,,8000365712,,2014-10-20
QJ00856831,,,UX142K3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,856831,100,,,8000365757,,2014-09-01
QJ00856831,,,UX142N3,個,10,JPY,0,,2014-09-01,2019-08-31,,60,0,1,856831,200,,,8000365757,,2014-09-01
QJ00856831,,,UX143R3,個,5,JPY,0,,2014-09-01,2019-08-31,,60,0,1,856831,300,,,8000365757,,2014-09-01
QJ00856831,,,UX142U3,個,10,JPY,0,,2014-09-01,2019-08-31,,60,0,1,856831,400,,,8000365757,,2014-09-01
QJ00856831,,,UX144U3,個,5,JPY,0,,2014-09-01,2019-08-31,,60,0,1,856831,500,,,8000365757,,2014-09-01
QJ00856831,,,UX144T3,個,4,JPY,0,,2014-09-01,2019-08-31,,60,0,1,856831,600,,,8000365757,,2014-09-01
QJ00856831,,,UX141G3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,856831,700,,,8000365757,,2014-09-01
QJ00857411,,,UX142K3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,857411,200,,,8000364499,,2014-09-01
QJ00857411,,,UX143U3,個,40,JPY,0,,2014-09-01,2019-08-31,,60,0,1,857411,300,,,8000364499,,2014-09-01
QJ00857411,,,UX144T3,個,4,JPY,0,,2014-09-01,2019-08-31,,60,0,1,857411,400,,,8000364499,,2014-09-01
QJ00857411,,,UX144U3,個,5,JPY,0,,2014-09-01,2019-08-31,,60,0,1,857411,500,,,8000364499,,2014-09-01
QJ00857411,,,UX141G3,個,1,JPY,0,,2014-09-01,2019-08-31,,60,0,1,857411,600,,,8000364499,,2014-09-01
QJ00857411,,,UX14293,個,1,JPY,0,,2017-09-01,2018-08-31,,12,12,1,857411,1000,,,8000364499,,2017-09-01
QJ00857411,,,UX14293,個,1,JPY,0,,2018-09-01,2019-08-31,,12,12,1,857411,1100,,,8000364499,,2018-09-01
QJ00859693,,,UX14413,個,1,JPY,0,,2014-11-01,2019-10-31,,60,0,1,859693,700,,,8000366781,,2014-11-01
QJ00859733,,,UX142K3,個,1,JPY,0,,2014-10-12,2019-09-30,,60,0,1,859733,100,,,8000366920,,2014-10-01
QJ00859733,,,UX143S3,個,20,JPY,0,,2014-10-12,2019-09-30,,60,0,1,859733,200,,,8000366920,,2014-10-01
QJ00859733,,,UX144V3,個,20,JPY,0,,2014-10-12,2019-09-30,,60,0,1,859733,300,,,8000366920,,2014-10-01
QJ00859733,,,UX141G3,個,1,JPY,0,,2014-10-12,2019-09-30,,60,0,1,859733,400,,,8000366920,,2014-10-01
QJ00863314,,,UX142F2,個,1,JPY,0,,2014-10-01,2018-09-30,,48,0,1,863314,600,,,8000367911,,2014-10-01
QJ00864713,,,UX142K3,個,1,JPY,0,,2014-11-10,2019-11-09,,60,0,1,912235,2300,,,8000367273,,2014-11-10
QJ00864713,,,UX142P3,個,100,JPY,0,,2014-11-10,2019-11-09,,60,0,1,912235,2400,,,8000367273,,2014-11-10
QJ00864713,,,UX143V3,個,50,JPY,0,,2014-11-10,2019-11-09,,60,0,1,912235,2500,,,8000367273,,2014-11-10
QJ00864713,,,UX141G3,個,1,JPY,0,,2014-11-10,2019-11-09,,60,0,1,912235,2600,,,8000367273,,2014-11-10
QJ00867512,,,UX142K3,個,1,JPY,0,,2014-11-01,2019-10-31,,60,0,1,867512,200,,,8000366055,,2014-11-01
QJ00867512,,,UX143U3,個,40,JPY,0,,2014-11-01,2019-10-31,,60,0,1,867512,300,,,8000366055,,2014-11-01
QJ00867512,,,UX14995,個,100,JPY,0,,2014-11-01,2019-10-31,,60,0,1,867512,400,,,8000366055,,2014-11-01
QJ00867512,,,UX141G3,個,1,JPY,0,,2014-11-01,2019-10-31,,60,0,1,867512,500,,,8000366055,,2014-11-01
QJ00870399,,,UX142K3,個,1,JPY,0,,2014-10-01,2019-09-30,,60,0,1,870399,100,,,8000254963,,2014-10-01
QJ00870399,,,UX143X3,個,300,JPY,0,,2014-10-01,2019-09-30,,60,0,1,870399,200,,,8000254963,,2014-10-01
QJ00870399,,,UX14015,個,300,JPY,0,,2014-10-01,2019-09-30,,60,0,1,870399,300,,,8000254963,,2014-10-01
QJ00870399,,,UX141G3,個,1,JPY,0,,2014-10-01,2019-09-30,,60,0,1,870399,400,,,8000254963,,2014-10-01
QJ00872537,,,UX141A3,個,1,JPY,0,,2014-04-01,2018-09-30,,54,0,1,872537,100,,,8000367922,,2014-03-31
QJ00874064,,,UX142K3,個,1,JPY,0,,2014-11-01,2019-10-31,,60,0,1,874064,400,,,8000356504,,2014-11-01
QJ00874064,,,UX143T3,個,30,JPY,0,,2014-11-01,2019-10-31,,60,0,1,874064,500,,,8000356504,,2014-11-01
QJ00874064,,,UX141G3,個,1,JPY,0,,2014-11-01,2019-10-31,,60,0,1,874064,600,,,8000356504,,2014-11-01
QJ00874469,,,UX14413,個,1,JPY,0,,2014-10-01,2018-09-30,,48,0,1,874469,400,,,8000373405,,2014-10-01
QJ00878072,,,UX14005,個,200,JPY,0,,2014-10-01,2019-09-30,,60,0,1,878072,100,,,8000372708,,2014-10-01
QJ00878072,,,UX142K3,個,1,JPY,0,,2014-10-01,2019-09-30,,60,0,1,878072,200,,,8000372708,,2014-10-01
QJ00878322,,,UX140G5,個,1,JPY,0,,2014-11-25,2019-11-24,,60,0,1,878322,100,,,8000356894,,2014-11-25
QJ00878322,,,UX142P3,個,100,JPY,0,,2014-11-25,2019-11-24,,60,0,1,878322,200,,,8000356894,,2014-11-25
QJ00878322,,,UX143V3,個,50,JPY,0,,2014-11-25,2019-11-24,,60,0,1,878322,300,,,8000356894,,2014-11-25
QJ00878322,,,UX14995,個,100,JPY,0,,2014-11-25,2019-11-24,,60,0,1,878322,400,,,8000356894,,2014-11-25
QJ00878322,,,UX141G3,個,1,JPY,0,,2014-11-25,2019-11-24,,60,0,1,878322,500,,,8000356894,,2014-11-25
QJ00878856,,,UX142K3,個,1,JPY,0,,2014-11-25,2019-11-30,,60,0,1,878856,200,,,8000321138,,2014-12-01
QJ00878856,,,UX143V3,個,50,JPY,0,,2014-11-25,2019-11-30,,60,0,1,878856,300,,,8000321138,,2014-12-01
QJ00878856,,,UX142N3,個,10,JPY,0,,2014-11-25,2019-11-30,,60,0,1,878856,400,,,8000321138,,2014-12-01
QJ00878856,,,UX14985,個,50,JPY,0,,2014-11-25,2019-11-30,,60,0,1,878856,500,,,8000321138,,2014-12-01
QJ00878856,,,UX14965,個,30,JPY,0,,2014-11-25,2019-11-30,,60,0,1,878856,600,,,8000321138,,2014-12-01
QJ00878856,,,UX14935,個,5,JPY,0,,2014-11-25,2019-11-30,,60,0,1,878856,700,,,8000321138,,2014-12-01
QJ00878856,,,UX141G3,個,1,JPY,0,,2014-11-25,2019-11-30,,60,0,1,878856,800,,,8000321138,,2014-12-01
QJ00880902,,,UX14413,個,1,JPY,0,,2014-11-01,2018-10-31,,48,0,1,880902,600,,,8000377377,,2014-11-01
QJ00880949,,,UX142K3,個,1,JPY,0,,2014-11-01,2019-10-31,,60,0,1,880949,800,,,8000376075,,2014-11-01
QJ00880949,,,UX143Q3,個,4,JPY,0,,2014-11-01,2019-10-31,,60,0,1,880949,900,,,8000376075,,2014-11-01
QJ00880949,,,UX142T3,個,1,JPY,0,,2014-11-01,2019-10-31,,60,0,1,880949,1000,,,8000376075,,2014-11-01
QJ00880949,,,UX142F2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,880949,1300,,,8000376075,,2016-11-01
QJ00880949,,,UX142F2,個,1,JPY,0,,2017-11-01,2018-10-31,,12,12,1,880949,1400,,,8000376075,,2017-11-01
QJ00880949,,,UX142F2,個,1,JPY,0,,2018-11-01,2019-10-31,,12,12,1,880949,1500,,,8000376075,,2018-11-01
QJ00881241,,,UX142K3,個,1,JPY,0,,2015-01-01,2019-12-31,,60,0,1,881241,300,,,8000375369,,2015-01-01
QJ00881241,,,UX143V3,個,50,JPY,0,,2015-01-01,2019-12-31,,60,0,1,881241,400,,,8000375369,,2015-01-01
QJ00881241,,,UX143T3,個,30,JPY,0,,2015-01-01,2019-12-31,,60,0,1,881241,500,,,8000375369,,2015-01-01
QJ00881241,,,UX14985,個,50,JPY,0,,2015-01-01,2019-12-31,,60,0,1,881241,600,,,8000375369,,2015-01-01
QJ00881241,,,UX14955,個,20,JPY,0,,2015-01-01,2019-12-31,,60,0,1,881241,700,,,8000375369,,2015-01-01
QJ00881241,,,UX141G3,個,1,JPY,0,,2015-01-01,2019-12-31,,60,0,1,881241,800,,,8000375369,,2015-01-01
QJ00883079,,,UX14383,個,1,JPY,0,,2014-12-01,2019-11-30,,60,0,1,893286,2300,,,8000368948,,2014-12-01
QJ00883079,,,UX14782,個,1,JPY,0,,2014-12-01,2019-11-30,,60,0,1,893286,2400,,,8000368948,,2014-12-01
QJ00887612,,,UX14413,個,1,JPY,0,,2015-05-01,2019-04-30,,48,0,1,887612,600,,,8000368784,,2015-05-01
QJ00891183,,,UX14413,個,1,JPY,0,,2014-11-01,2018-10-31,,48,0,1,891183,1700,,,8000381040,,2014-11-01
QJ00891390,,,UX14413,個,1,JPY,0,,2015-11-01,2019-10-31,,48,0,1,891390,600,,,8000378626,,2015-11-01
QJ00891390,,,UX14413,個,1,JPY,0,,2015-11-01,2019-10-31,,48,0,1,891390,700,,,8000378626,,2015-11-01
QJ00891773,,,UX14413,個,1,JPY,0,,2015-05-01,2019-04-30,,48,0,1,891773,1000,,,8000382213,,2015-05-01
QJ00891845,,,UX14413,個,1,JPY,0,,2014-12-01,2018-11-30,,48,0,1,891845,100,,,8000382325,,2014-12-01
QJ00895491,,,UX14413,個,1,JPY,0,,2015-11-01,2019-10-31,,48,0,1,895491,1100,,,8000383397,,2015-11-01
QJ00901603,,,UX14413,個,1,JPY,0,,2015-01-01,2018-12-31,,48,0,1,901603,200,,,8000383372,,2015-01-01
QJ00902613,,,UX14413,個,1,JPY,0,,2016-01-01,2019-12-31,,48,0,1,902613,300,,,8000377414,,2016-01-01
QJ00902613,,,UX141G3,個,1,JPY,0,,2015-01-01,2019-12-31,,60,0,1,902613,400,,,8000377414,,2015-01-01
QJ00906630,,,UX14413,個,1,JPY,0,,2015-12-01,2019-11-30,,48,0,1,906630,500,,,8000388423,,2015-12-01
QJ00907043,,,UX14413,個,1,JPY,0,,2014-12-01,2018-11-30,,48,0,1,907043,900,,,8000384111,,2014-12-01
QJ00910221,,,UX14413,個,1,JPY,0,,2014-10-01,2018-09-30,,48,0,1,910221,500,,,8000389358,,2014-10-01
QJ00912478,,,UX14413,個,1,JPY,0,,2015-01-01,2018-12-31,,48,0,1,912478,400,,,8000393197,,2015-01-01
QJ00915113,,,UX14413,個,1,JPY,0,,2014-12-01,2018-11-30,,48,0,1,915113,800,,,8000392166,,2014-12-01
QJ00917751,,,UX14253,個,1,JPY,0,,2015-01-01,2019-12-31,,60,0,1,917751,100,,,8000393852,,2015-01-01
QJ00922239,,,UX14413,個,1,JPY,0,,2015-01-01,2018-12-31,,48,0,1,922239,100,,,8000398775,,2015-01-01
QJ00924320,,,UX14413,個,1,JPY,0,,2016-01-01,2019-12-31,,48,0,1,926246,1200,,,8000398369,,2016-01-01
QJ00926308,,,UX14413,個,1,JPY,0,,2015-01-01,2018-12-31,,48,0,1,926308,300,,,8000399066,,2015-01-01
QJ00930530,,,UX14413,個,1,JPY,0,,2015-01-01,2018-12-31,,48,0,1,930530,600,,,8000402645,,2015-01-01
QJ00934507,,,UX142F2,個,1,JPY,0,,2015-01-01,2017-12-31,,36,0,1,934507,800,,,8000405039,,2015-01-01
QJ00939009,,,UX14413,個,1,JPY,0,,2016-03-01,2020-02-29,,48,0,1,951434,3500,,,8000408169,,2016-03-01
QJ00939766,,,UX142F2,個,1,JPY,0,,2015-02-01,2018-01-31,,36,0,1,939766,1300,,,8000408572,,2015-02-01
QJ00949628,,,UX142F2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,949893,600,,,8000413086,,2017-02-01
QJ00949797,,,UX141A3,個,1,JPY,0,,2015-03-01,2020-02-29,,60,0,1,949797,300,,,8000412873,,2015-03-02
QJ00949797,,,UX14395,個,1,JPY,0,,2015-03-01,2020-02-29,,60,0,1,949797,400,,,8000412873,,2015-03-02
QJ00949797,,,UX141K5,個,1,JPY,0,,2015-03-01,2020-02-29,,60,0,1,949797,500,,,8000412873,,2015-03-02
QJ00950403,,,UX14413,個,1,JPY,0,,2015-12-01,2019-11-30,,48,0,1,950403,800,,,8000412902,,2015-12-01
QJ00951225,,,UX142F2,個,1,JPY,0,,2016-01-28,2018-01-27,,24,0,1,954108,3400,,,8000403434,,2016-01-28
QJ00951700,,,UX142A2,個,1,JPY,0,,2017-02-01,2018-01-31,,12,12,1,951700,400,,,8000413637,,2017-02-01
QJ00955887,,,UX14413,個,1,JPY,0,,2015-01-01,2018-12-31,,48,0,1,955887,700,,,8000415943,,2015-01-01
QJ00956761,,,UX14413,個,1,JPY,0,,2015-02-01,2019-01-31,,48,0,1,956761,400,,,8000417283,,2015-02-01
QJ00960952,,,UX141A3,個,1,JPY,0,,2015-04-01,2020-03-31,,60,0,1,960952,300,,,8000415695,,2015-04-01
QJ00966731,,,UX142F2,個,1,JPY,0,,2017-01-01,2017-12-31,,12,12,1,966731,600,,,8000423288,,2017-01-01
QJ00966736,,,UX14233,個,1,JPY,0,,2016-04-01,2020-03-31,,48,0,1,966736,500,,,8000405843,,2016-04-01
QJ00966736,,,UX14293,個,1,JPY,0,,2016-04-01,2020-03-31,,48,0,1,966736,600,,,8000405843,,2016-04-01
QJ00966736,,,UX14373,個,1,JPY,0,,2016-04-01,2020-03-31,,48,0,1,966736,700,,,8000405843,,2016-04-01
QJ00967101,,,UX14413,個,1,JPY,0,,2015-04-01,2019-03-31,,48,0,1,967101,100,,,8000423871,,2015-04-01
QJ00967829,,,UX14413,個,1,JPY,0,,2015-04-01,2019-03-31,,48,0,1,967829,100,,,8000423667,,2015-04-01
QJ00970466,,,UX14413,個,1,JPY,0,,2015-03-25,2019-03-24,,48,0,1,970466,600,,,8000423530,,2015-03-25
QJ00970500,,,UX142A2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,970500,700,,,8000425205,,2017-03-01
QJ00970910,,,UX14455,個,1,JPY,0,,2015-04-01,2020-03-31,,60,0,1,981153,2500,,,8000425999,,2015-04-01
QJ00970910,,,UX141G3,個,1,JPY,0,,2015-04-01,2020-03-31,,60,0,1,981153,2700,,,8000425999,,2015-04-01
QJ00971838,,,UX14413,個,1,JPY,0,,2015-04-01,2019-03-31,,48,0,1,971838,500,,,8000426179,,2015-04-01
QJ00974030,,,UX141A3,個,1,JPY,0,,2015-04-01,2020-03-31,,60,0,1,974030,200,,,8000414009,,2015-04-01
QJ00974030,,,UX14395,個,1,JPY,0,,2015-04-01,2020-03-31,,60,0,1,974030,300,,,8000414009,,2015-04-01
QJ00974890,,,UX14413,個,1,JPY,0,,2016-04-01,2020-03-31,,48,0,1,978975,3900,,,8000412419,,2016-04-01
QJ00975381,,,UX142A2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,975381,600,,,8000428225,,2017-03-01
QJ00975449,,,UX14413,個,1,JPY,0,,2015-03-01,2019-02-28,,48,0,1,975449,1300,,,8000428136,,2015-03-01
QJ00976001,,,UX14413,個,1,JPY,0,,2015-04-01,2019-03-31,,48,0,1,976001,400,,,8000428798,,2015-04-01
QJ00976719,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,977172,700,,,8000424158,,2016-11-01
QJ00978044,,,UX142A2,個,1,JPY,0,,2016-11-01,2017-10-31,,12,12,1,978044,700,,,8000428476,,2016-11-01
QJ00978413,,,UX14413,個,1,JPY,0,,2015-04-01,2019-03-31,,48,0,1,978413,500,,,8000427961,,2015-04-01
QJ00981212,,,UX142A2,個,1,JPY,0,,2017-03-01,2018-02-28,,12,12,1,981787,700,,,8000424178,,2017-03-01
QJ00981299,,,UX142F2,個,1,JPY,0,,2014-11-01,2019-03-31,,53,0,1,981299,1900,,,8000430159,,2014-11-01
QJ00981512,,,UX14413,個,1,JPY,0,,2015-04-01,2019-03-31,,48,0,1,981512,100,,,8000431472,,2015-04-01
QJ00981642,,,UX14413,個,1,JPY,0,,2015-04-01,2019-03-31,,48,0,1,981642,300,,,8000430927,,2015-04-01
QJ00981647,,,UX14413,個,1,JPY,0,,2016-03-18,2020-03-17,,48,0,1,982419,500,,,8000431456,,2016-03-18
QJ00981874,,,UX14413,個,1,JPY,0,,2016-01-01,2019-12-31,,48,0,1,981874,600,,,8000397821,,2016-01-01
QJ00982597,,,UX142F2,個,1,JPY,0,,2015-04-01,2020-03-31,,60,0,1,982597,400,,,8000431853,,2015-04-01
QJ00983152,,,UX14413,個,1,JPY,0,,2015-02-01,2019-01-31,,48,0,1,983152,800,,,8000431331,,2015-02-01
QJ00984935,,,UX142G2,個,1,JPY,0,,2015-04-01,2019-02-28,,47,0,1,984935,100,,,8000288799,,2015-03-29
QJ00984935,,,UX14353,個,1,JPY,0,,2015-04-01,2019-02-28,,47,0,1,984935,200,,,8000288799,,2015-03-29
QJ00984935,,,UX14413,個,1,JPY,0,,2015-04-01,2019-02-28,,47,0,1,984935,300,,,8000288799,,2015-03-29
QJ00985628,,,UX14413,個,1,JPY,0,,2015-04-01,2019-03-31,,48,0,1,985628,100,,,8000431606,,2015-04-01
QJ00987599,,,UX142A2,個,1,JPY,0,,2019-04-01,2020-03-31,,12,12,1,987599,300,,,8000434518,,2019-04-01
QJ00992101,,,UX142A2,個,1,JPY,0,,2017-04-01,2018-03-31,,12,12,1,992101,400,,,8000435766,,2017-04-01
QJ00994564,,,UX14413,個,1,JPY,0,,2015-05-01,2019-04-30,,48,0,1,994564,400,,,8000432902,,2015-05-01
QJ00994569,,,UX14413,個,1,JPY,0,,2015-04-01,2019-03-31,,48,0,1,994569,500,,,8000433399,,2015-04-01
QJ00996343,,,UX14413,個,1,JPY,0,,2015-10-01,2019-09-30,,48,0,1,996343,900,,,8000436706,,2015-10-01
QJ00999533,,,UX141G3,個,1,JPY,0,,2015-04-24,2021-01-30,,69,0,1,1002729,1700,,,8000436807,,2015-05-01
